gold_label,sentence1,sentence2
entailment,So can join me for the next game you're saying,yeah exactly you're seeing my
entailment,yeah exactly you're seeing my,Okay just let me open that link
entailment,Okay just let me open that link,I haven't bought it only I got datsun boxes
entailment,I haven't bought it only I got datsun boxes,No did you like football games but
entailment,No did you like football games but,You have sent me
entailment,You have sent me,yeah
entailment,yeah,Like a couple of
entailment,Like a couple of,me
entailment,me,tic TAC toe paper games
entailment,tic TAC toe paper games,yeah I haven't received that can you send that link once again for me
entailment,yeah I haven't received that can you send that link once again for me,So
entailment,So,you've got the link type
entailment,you've got the link type,Yes yes
entailment,Yes yes,We can
entailment,We can,You open again
entailment,You open again,i'm back in my name
entailment,i'm back in my name,yeah we can start now
entailment,yeah we can start now,yeah
entailment,yeah,yeah
entailment,yeah,yo yeah
entailment,yo yeah,Yes
entailment,Yes,Yes yes
entailment,Yes yes,This right
entailment,This right,yeah
entailment,yeah,yeah Anyway thank you for
entailment,yeah Anyway thank you for,Thank you for
entailment,Thank you for,Getting the data for your project
entailment,Getting the data for your project,Thank you
entailment,Thank you,Can we stop this meeting
entailment,Can we stop this meeting,Stopping
neutral,Stopping,hi hi how are you
entailment,hi hi how are you,i'm fine how are you
entailment,i'm fine how are you,i'm good something good so yeah standard process
entailment,i'm good something good so yeah standard process,yeah sure we can start
entailment,yeah sure we can start,yeah so we are going to play two games now one is 10 boxes that is tic TAC toe I have sent you the links already
entailment,yeah so we are going to play two games now one is 10 boxes that is tic TAC toe I have sent you the links already,So what do you want to play first
entailment,So what do you want to play first,We can go with
entailment,We can go with,square start centers
entailment,square start centers,uh huh that's nice so i'm sharing my screen
entailment,uh huh that's nice so i'm sharing my screen,Live transcript
entailment,Live transcript,it's already enabled so yeah i'm just click ready opening and Blackberry will be good to go
entailment,it's already enabled so yeah i'm just click ready opening and Blackberry will be good to go,For one minute
entailment,For one minute,it's not soccer naturally
entailment,it's not soccer naturally,Like click and
entailment,Like click and,drag
entailment,drag,Open yesterday
entailment,Open yesterday,Okay
entailment,Okay,That happens
entailment,That happens,again
entailment,again,So
entailment,So,yeah
entailment,yeah,So let's play tic TAC toe now
entailment,So let's play tic TAC toe now,Close
entailment,Close,yeah you can
entailment,yeah you can,yeah
entailment,yeah,This opening
entailment,This opening,yeah let's
entailment,yeah let's,Do
entailment,Do,This
entailment,This,yeah
entailment,yeah,Small
entailment,Small,yeah
entailment,yeah,I think
entailment,I think,I think this is enough
entailment,I think this is enough,games right
entailment,games right,and
entailment,and,Getting late for me so yeah
entailment,Getting late for me so yeah,yeah like yeah this is it Thank you thanks for
entailment,yeah like yeah this is it Thank you thanks for,Coming
entailment,Coming,So it's done right
entailment,So it's done right,yeah like yeah
neutral,yeah like yeah,meet
neutral,meet,hi lauren
entailment,hi lauren,And hygienist morning
entailment,And hygienist morning,yeah i'm doing good
entailment,yeah i'm doing good,If you don't mind can you introduce yourself
entailment,If you don't mind can you introduce yourself,yeah she's wrong so i'm Simon
entailment,yeah she's wrong so i'm Simon,trembling masters in computer science and as my first semester I completed my undergrad in 2017 so since then i've worked in our startup company on our database for
entailment,trembling masters in computer science and as my first semester I completed my undergrad in 2017 so since then i've worked in our startup company on our database for,Myself I am going to spend my tea
entailment,Myself I am going to spend my tea,I
entailment,I,Do good on 2018 and I have a two years work experience in the seals
entailment,Do good on 2018 and I have a two years work experience in the seals,The deal
entailment,The deal,yeah
entailment,yeah,So then again share my screen and let's start playing the games
entailment,So then again share my screen and let's start playing the games,yeah so yeah
